Country,iso,Fabc_mf_mean,Fabc_mf_std,Fabc_mf_skew,Fabc_mf_median,Fabc_mf_q17,Fabc_mf_q83,Fabc_mf_min,Fabc_mf_max
Kuwait,KWT,-0.026200298224502393,0.0028671431059184667,0.8036636248766075,-0.026595899917941902,-0.0294284108175857,-0.022349017142358898,-0.0295128681795296,-0.020139471057842702
Laos,LAO,0.004257073852526276,0.021423562470394286,-0.08302567308478995,0.005754395570458036,-0.013379370820905932,0.019466805057946436,-0.08621692623520395,0.09055674187058232
Lebanon,LBN,-0.006583513253307087,0.0008111196693100982,0.28615658562228635,-0.00677350233477296,-0.00726576599458998,-0.00541925894310869,-0.008799219345772002,-0.004841123842055941
Liberia,LBR,0.000725787586414247,0.0053125290303284245,-0.29308287668543853,0.0008983191528790678,-0.0038772634683967152,0.005578054584617358,-0.017774355454203413,0.01590914788948564
Libya,LBY,-0.013107899198032562,0.0018201467019907222,0.08921876863255525,-0.0132325951571598,-0.0147696564073325,-0.011496785804536601,-0.016584676481954,-0.00941971645484631
Sri Lanka,LKA,-0.002936248560318993,0.006558976936957532,0.9856589073226456,-0.0036167153935528617,-0.00819098793880488,0.0016965411604757381,-0.027597060577734846,0.029197773439244557
Lesotho,LSO,-0.0008303108006840032,0.0006674205560750524,-0.019213774954369614,-0.0007182099999999999,-0.00154009,-0.0004064,-0.0024921050412818127,0.0010688100000000001
Lithuania,LTU,-0.0023444340090421007,0.0038388149965222105,-0.10270670231568155,-0.002615903710861104,-0.004954827649579681,0.000831969234566526,-0.01865170220618394,0.011910756957106404
Luxembourg,LUX,-0.002487196046107971,0.0002914751911428063,0.02673030009495514,-0.002528650801079496,-0.0027144702140148398,-0.0022152257384107084,-0.003860390737110631,-0.0014023131988336458
Latvia,LVA,-0.00020780010447477547,0.0036053136314343538,-0.058005357570489496,-0.00010769392804861502,-0.003135408030684442,0.0026362407347853855,-0.012248254318109861,0.011264038323994129
Morocco,MAR,-0.017826753881534124,0.0030387257317677054,-0.8491960285855417,-0.017158790335716604,-0.020271040335716604,-0.015271339656940901,-0.0279708203357166,-0.0108221496569409
Moldova,MDA,-0.0009145141777249184,0.0003791167970492935,0.2577432119724698,-0.0009351132920141698,-0.0012956811353711801,-0.00047111329201417,-0.00156292329201417,-3.68935480349298e-05
Madagascar,MDG,0.0012780591010485445,0.009828445959930201,-0.23917631777359574,0.0010847420599062328,-0.006463833457119393,0.009812767817996358,-0.04435547144973719,0.040300774238761716
Mexico,MEX,-0.09456488044253847,0.03548595938653581,0.7300154471941569,-0.09935545860363074,-0.12449779894053638,-0.06372364868614265,-0.19287926378726047,0.05355030868197308
North Macedonia,MKD,-0.0011800334659164584,0.0017356560639048956,2.056733670278653,-0.0013057393576767526,-0.0022251699402501953,-0.00017399768724653093,-0.009920176786737442,0.012452222770342827
Mali,MLI,-0.005305894486422834,0.0048170446164335495,0.2013875563153693,-0.007521999590917479,-0.010211182575708662,0.0007182598698894346,-0.012201112724286816,0.00442089662492203
Myanmar,MMR,-0.005382788287087174,0.02854906887149121,0.05507616189552825,-0.004675730630908186,-0.03213453450098275,0.019896102157549396,-0.09590930866467633,0.09676525366067214
Montenegro,MNE,0.0002894258036847787,0.0014576624474035883,-0.37655221020839075,0.0002897627438488975,-0.0007126518141007,0.0013697748565825668,-0.006253312142436505,0.005632446838120222
Mongolia,MNG,-0.008991556189278065,0.0031647195845358202,0.00999949296424745,-0.009014910410090442,-0.012084831666391132,-0.005923926638507018,-0.020144548187279496,0.0016931566150841211
Mozambique,MOZ,0.009039008298885239,0.03683902682129972,-0.29178902307350524,0.009999116552883837,-0.022382386658029704,0.040003741583001816,-0.1197273548782697,0.14939970048342394
Mauritania,MRT,-0.0011641935612868956,0.0003527140337170153,-0.9988174841028384,-0.0011407600000000002,-0.00144952939663577,-0.00083055145585121,-0.00258404939663577,-0.000556288936512202
Mauritius,MUS,-0.0011754747218540873,0.00011812993372109063,-0.7033789520610648,-0.00116818,-0.00124278,-0.00110084,-0.002051369148551598,-0.0006112051940107345
Malawi,MWI,-0.0025625969805778605,0.0025243243835370473,-0.24759278836867107,-0.0023605979296842648,-0.004929442598866937,-0.0002656878923612206,-0.013874422562404034,0.00866890028593038
Malaysia,MYS,-0.07925832333159752,0.02256793267870662,-0.5312303495975391,-0.07673630597126219,-0.10000783181002317,-0.05878530535717131,-0.1858059623647701,-0.011438560258927949
Namibia,NAM,-0.0023756613670985562,0.0009280431299709478,0.40047880002504843,-0.0026876891266375542,-0.0032676107569039204,-0.0010880368184542602,-0.0036708468184542603,-0.000638139126637554
Niger,NER,-0.006158932278684443,0.006667981599113452,0.4241538800141201,-0.008521963388244454,-0.01221746729584138,0.0033343411794972302,-0.017340313267253337,0.0060642012518240165
Nigeria,NGA,-0.018934626850819612,0.016679228499857254,0.8656678498725957,-0.023840352162823382,-0.03322018584100128,0.0012365810271101375,-0.05336974658036735,0.051581502359430265
Nicaragua,NIC,0.001109841360376438,0.007293083405097478,0.05832795159231458,0.0010352169649262405,-0.005414002462070887,0.007744003825987661,-0.02627462119154501,0.021945184268974283
Netherlands,NLD,-0.043101683968877015,0.0035610211932045302,0.7637533707375764,-0.0445277795143751,-0.04641994554487593,-0.0389433246649555,-0.0498685402901601,-0.03352402227406817
Norway,NOR,-0.008047941869808483,0.005507794226520805,-0.2146634495336571,-0.008158997404997603,-0.012663914420198218,-0.003235750431412538,-0.03451609625494409,0.009365007412031954
Nepal,NPL,1.3084121453467438e-05,0.006435492540376365,-1.6267613292708893,0.0004679037920613865,-0.004386082144599182,0.005174637517975716,-0.03816570899334291,0.018051070567934504
New Zealand,NZL,-0.005130998808836796,0.005988295371712047,0.15074690539277608,-0.005028751937196196,-0.011321732976842226,0.0007579223152796907,-0.021771673329327612,0.01600054548131674
Oman,OMN,-0.017730048899053205,0.0010969531120340597,-0.8328407241192721,-0.0173416721014604,-0.019292663979581903,-0.0167350842297276,-0.0200197204651006,-0.016594310294751502
Pakistan,PAK,-0.05378983965451427,0.006913911101447104,0.5022804192923089,-0.055813880443365604,-0.060279306215100956,-0.04468337800735536,-0.07157672520025973,-0.033805058946257883
Panama,PAN,-0.0012604927540274373,0.003423008198422717,-0.333782527732652,-0.0016091749462435613,-0.00399183982084721,0.001805664059364703,-0.019044614998438635,0.009462684113543333
Peru,PER,-0.007254316120350287,0.02209203637632622,-0.9392529388293077,-0.0075639362383464,-0.024058714250638328,0.011085411379228438,-0.13295317110689864,0.052639051122960745
Philippines,PHL,-0.03274159230428805,0.013401776857799285,0.12164803892919958,-0.03333569219344658,-0.04405908640783035,-0.021145578392793414,-0.09162969848921493,0.022920464689777355
Papua New Guinea,PNG,0.012552829095564422,0.013872602295290436,0.3645774493857576,0.010437365507600205,-0.00015414826009061127,0.02905964530857924,-0.04421117930089074,0.054218773926000136
Poland,POL,-0.07723015216799611,0.012993595296179659,-0.23265011153292323,-0.0766750281986415,-0.08890473213992271,-0.0652398478834034,-0.12295317132686563,-0.02077223526023881
North Korea,PRK,-0.006708410330731947,0.004767922501710897,0.1630905171161225,-0.006988023617388644,-0.011030746407823498,-0.002054037729120042,-0.021630188112492326,0.012832418966566537
Portugal,PRT,-0.011975691997674676,0.003058891161882705,-0.08462067615526593,-0.011980785542286427,-0.014532589383607847,-0.009375498027057321,-0.029270390079014504,0.0034327672069206176
Paraguay,PRY,-0.0069484253847641765,0.029265100413772966,-0.20277379758100905,-0.006571393431182947,-0.032071963121631956,0.0203815805149619,-0.10186058391595092,0.08558056439413078
Palestine,PSE,-0.0008847528509651393,0.00010153317742696513,0.30466246761830246,-0.000892,-0.00099261,-0.0007981300000000001,-0.001140150505,-0.00064697
Qatar,QAT,-0.02579627034608593,0.0020249980965347933,0.31223171987640824,-0.026811141620701497,-0.0279807197853155,-0.0234010351023475,-0.02857371933623,-0.022181016351999202
Romania,ROU,-0.015482864439553112,0.009809262698684384,-0.7921521095312115,-0.01458115162233046,-0.02314513712752664,-0.007101704824467044,-0.057733794369045265,0.010754369269409127
Russia,RUS,-0.2906431562528625,0.15106691755081073,-0.011913133241568452,-0.29220832211774483,-0.44154446297527017,-0.1409543405858173,-0.7453749675498273,0.14760061102397215
Rwanda,RWA,-0.00010959092695500958,0.0008988282948035039,0.4799441996703338,-0.00019055146207318203,-0.0008499741780439593,0.0006232588673533589,-0.004343204287012888,0.003998429655396283
Saudi Arabia,SAU,-0.17684382361179735,0.01299008487779553,0.9013167808669933,-0.18313347338564498,-0.189281567455284,-0.16566740215947498,-0.19354744976194801,-0.14655663342421502
Sudan,SDN,-0.01637759974249491,0.0039551859238587716,-0.7837163710519971,-0.01646048786495609,-0.020271599208158984,-0.01245595984669337,-0.04574721749297535,-0.0018552265289035613
Senegal,SEN,-0.0037577462827683428,0.0011745167824418173,-0.9518236237454548,-0.0037211909306845404,-0.00458957778068691,-0.0026794456743961803,-0.008041540930684541,-0.00114601567439618
Solomon Islands,SLB,-0.000684675908465911,0.0007429396789677273,-0.7165237396687616,-0.00047745999999999997,-0.0015002538964369117,-5.6752617268930185e-05,-0.005162225371493101,0.0008288649142140149
Sierra Leone,SLE,0.0011396278105866582,0.0032124545681728443,-0.23695515782541743,0.0010788793796977399,-0.001545233260907978,0.004032946227353477,-0.012961409534748579,0.011023060853466988
El Salvador,SLV,-0.00034634411380277553,0.0026457648484479947,-1.0100406364615742,-0.0006119450281751504,-0.0018983716917078258,0.0012958886366033772,-0.0213140299670645,0.013732377928732598
Somaliland,SOM,-0.00338255819891509,0.0019646674455318426,0.7885489452833757,-0.00395892,-0.00510474,-0.00011556,-0.0061820600000000005,-6.0960375885825e-05
Republic of Serbia,SRB,-0.008151055841418607,0.0053471375921173864,-0.8550401139314096,-0.00815547024459377,-0.011615990660955425,-0.004119103226182209,-0.04247587350985977,0.01788192925451461
South Sudan,SSD,0.005892254085525991,0.010444249711740447,-0.18429217192167155,0.0048592837947777434,-0.0009046509916380047,0.014010007050513109,-0.050306506982936865,0.05171361494968414
São Tomé and Principe,STP,-5.0068239307285755e-05,2.0708043132203168e-05,-2.8552858746910523,-4.56e-05,-5.6620000000000003e-05,-3.807e-05,-0.0001536781824993289,-2.188e-05
Suriname,SUR,0.001731618472703604,0.0032472486435785887,0.04515080833264834,0.0015568350290623076,-0.0012886099376972092,0.00487609997756892,-0.013031415929185663,0.012298646748703398
Slovakia,SVK,-0.009130408241696223,0.0072266093659906815,-1.146320003352252,-0.0075818224014690475,-0.014526125826066605,-0.004195033337074829,-0.04313364797863513,0.015803611658343215
Slovenia,SVN,-0.003778287306188479,0.001494716452626333,-0.45771601768907666,-0.0036356720630870885,-0.0051199596395908745,-0.0024526328941192957,-0.01005863663942343,0.0004990849950966118
Sweden,SWE,-0.0020208016669209508,0.01218910847766811,-0.504982319450178,-0.0015159299057046867,-0.012242893424589712,0.008398985457242257,-0.06099533921728773,0.03266561128029657
eSwatini,SWZ,0.00012812687273698993,0.0009342142825696199,0.20554690886421662,3.576370948553086e-05,-0.00042535,0.0008202484994539617,-0.004320316522457004,0.003946930526211262
Syria,SYR,-0.007402378111712685,0.0007498479679183818,-0.7702168848786121,-0.007141932581069945,-0.00828191680529943,-0.006736320098450754,-0.009560321633025207,-0.005957128641200355
Chad,TCD,-0.006065851333474923,0.005038497231987651,-0.583412256331132,-0.005979844692177871,-0.01140631725749338,-0.001220601429917186,-0.037611415632599725,0.011840167152187848
Togo,TGO,-0.0004328512563870233,0.0015532406076548132,1.8081602220018622,-0.0005641857839325241,-0.0014372852094784111,0.0005930088717244525,-0.007979285127618583,0.009978894569332932
Thailand,THA,-0.07090487929248616,0.023783321151509385,0.040331420181059514,-0.07138551868415235,-0.08941750804483595,-0.05291038634256464,-0.17339962823296784,0.033101364629431876
Tajikistan,TJK,-0.0024440126812884967,0.0007234682266445152,0.2681918169620672,-0.0024833201608415,-0.00328849336418048,-0.00167910188465398,-0.0037039503300018897,-0.000775455952181464
Turkmenistan,TKM,-0.01731601258615358,0.0010556185226763169,-0.9568000047813999,-0.0167982463092631,-0.0187558745615709,-0.0165208063092631,-0.020171026575393502,-0.0159494118554536
East Timor,TLS,-0.0005910727524867182,0.001687574371966332,-1.5116215165214435,-0.00041657765537015805,-0.0015499334461405935,0.0006336328329685917,-0.011409123759241366,0.006664747431488859
Trinidad and Tobago,TTO,-0.0106560917416363,0.0014436447904122435,0.8601807540509876,-0.010720436944162196,-0.012215268907107401,-0.009446891220590578,-0.015992768982746226,-0.0021884466373692634
Tunisia,TUN,-0.008221258407592174,0.00047233161873891453,0.30655606980363204,-0.008265310103176242,-0.00869707209305237,-0.00776436238358271,-0.00941009209305237,-0.00696413127042836
Turkey,TUR,-0.1030746318590587,0.01104312391656698,0.3655896407172111,-0.10401698465154968,-0.11370590036900971,-0.0922194152481323,-0.1380679213260701,-0.050216566003961446
United Republic of Tanzania,TZA,-0.013546395302951039,0.029677610497894247,-0.1405210162833536,-0.01074994692458056,-0.0429579696184603,0.012736487585828004,-0.1270256100687947,0.10381546068506681
All Countries,Total,-8.953465920642062,0.7866034556630291,-0.09451476644601368,-8.915327294487714,-9.716982261285667,-8.2188930894827,-11.595330378428653,-6.147679807629708
Uganda,UGA,0.006296093094901286,0.010704095369871663,0.6139244724699949,0.0047615970490132355,-0.0022390640278282764,0.01541176477582828,-0.031960792042030624,0.04984862479852551
Ukraine,UKR,-0.06040778963868982,0.013856451610645536,-0.07047370718201734,-0.060070981159459455,-0.07241339088279562,-0.04938124080858771,-0.11738211923559988,-0.00039002122553173646
Uruguay,URY,-0.0022620566105314263,0.0019779791741882605,-0.3346583862163211,-0.0022616140703341603,-0.003951783334496635,-0.0002452974980316899,-0.011183226281962746,0.003733888363922136
United States of America,USA,-1.2427672062607373,0.15157314188687301,0.10526011926935598,-1.2445290240544904,-1.3832162305565014,-1.1038271249440548,-1.8000757849951667,-0.5318215853086196
Uzbekistan,UZB,-0.02968913358004624,0.002332980357190804,-0.8346151144683698,-0.0291206582256595,-0.0326018639733005,-0.0275771287298208,-0.0363622960752638,-0.0258976902821535
Saint Vincent and the Grenadines,VCT,-6.0785869451555004e-05,1.2384142563758886e-05,-3.4647615984619335,-6.0530000000000005e-05,-6.54e-05,-5.345e-05,-0.00013144000000000003,-4.065e-05
Venezuela,VEN,-0.03355323901441594,0.040655186248087345,-1.8860585452776018,-0.029506455293771654,-0.06198865206699903,-0.0007106153248319334,-0.29502801209768936,0.06318606678050724
Vietnam,VNM,-0.08411163551365008,0.029929935802632816,-0.47411895730651266,-0.08238478799196468,-0.1113632314845213,-0.05538324718159012,-0.22389980308991111,0.015297456661803217
Vanuatu,VUT,3.225571347932726e-05,0.00018399387912325222,1.271782149043374,-4.207e-05,-0.00010154000000000001,0.00022532000000000002,-0.00029102317763836247,0.0009044940528173745
Samoa,WSM,-0.0001428909979124545,0.00011862274554134032,-1.6986264563784832,-8.641000000000001e-05,-0.00020836,-5.9288364866432185e-05,-0.00052217,-6.339999999999997e-06
Yemen,YEM,-0.0035149706353228873,0.0015987975451265276,-1.396141388155926,-0.0027847437996601,-0.00649903552652364,-0.0024659355585229903,-0.00703481100338571,-0.0019668279036780902
South Africa,ZAF,-0.11761401377193167,0.009450360586348946,-0.16209916470513708,-0.1178033338674206,-0.12575435507153038,-0.10900356488458558,-0.16666378976380836,-0.07829492453630392
Zambia,ZMB,0.007341403681079989,0.026516660566804504,-0.8872934955578682,0.00719944864564489,-0.011729459765612345,0.03058971772739647,-0.12200377392360787,0.08478828870987111
Zimbabwe,ZWE,-0.003913780948365633,0.002922673762008968,0.6821599870210661,-0.004288883541466307,-0.0064657185624013205,-0.0014620194665258192,-0.013722659610357707,0.008814152093775245
